"ad","marka","fiyat","indirimli_fiyat","indirim_orani","site","url","kategori","zaman"
"RUNFALCON 5 Gri Erkek Koşu Ayakkabısı","adidas","35001000.0","3999.0","100.0","FLO","https://www.flo.com.tr/urun/adidas-runfalcon-5-gri-erkek-kosu-ayakkabisi-102264119","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"DOWNSHIFTER 14 Beyaz Erkek Koşu Ayakkabısı","Nike","35001000.0","3399.0","100.0","FLO","https://www.flo.com.tr/urun/nike-nike-downshifter-14-beyaz-erkek-kosu-ayakkabisi-102688482","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"THINK Siyah Erkek Koşu Ayakkabısı","Lumberjack","2799.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-think-siyah-erkek-kosu-ayakkabisi-102203332","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"S.T. Dynamite Siyah Unisex Basketbol Ayakkabısı","Nike","2999.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-st-dynamite-siyah-unisex-basketbol-ayakkabisi-102691551","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"GALAXY RUN Siyah Erkek Koşu Ayakkabısı","adidas","35001000.0","3299.0","100.0","FLO","https://www.flo.com.tr/urun/adidas-galaxy-run-siyah-erkek-kosu-ayakkabisi-102688305","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"AIR MAX SC Siyah Erkek Sneaker","Nike","4999.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-air-max-sc-siyah-erkek-sneaker-101117427","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"ECLYPTIX 2000 Beyaz Erkek Sneaker","adidas","3999.0","","0.0","FLO","https://www.flo.com.tr/urun/adidas-eclyptix-2000-beyaz-erkek-sneaker-102235937","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"AIR MONARCH IV Beyaz Erkek Sneaker","Nike","4099.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-air-monarch-iv-beyaz-erkek-sneaker-100343347","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"INITIATOR Beyaz Erkek Sneaker","Nike","4399.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-initiator-beyaz-erkek-sneaker-102237051","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"LEE 6FX Beyaz Erkek Sneaker","U.S. Polo Assn.","2399.99","","0.0","FLO","https://www.flo.com.tr/urun/us-polo-assn-lee-6fx-beyaz-erkek-sneaker-102156974","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"GRAND COURT BASE 2.0 Beyaz Erkek Sneaker","adidas","35001000.0","3899.0","100.0","FLO","https://www.flo.com.tr/urun/adidas-grand-court-base-20-beyaz-erkek-sneaker-101344588","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"VICTORI ONE SLIDE Siyah Erkek Terlik","Nike","1899.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-victori-one-slide-siyah-erkek-terlik-101079656","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"GALAXY RUN Beyaz Erkek Koşu Ayakkabısı","adidas","35001000.0","3299.0","100.0","FLO","https://www.flo.com.tr/urun/adidas-galaxy-run-beyaz-erkek-kosu-ayakkabisi-102688309","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"COURT VISION LO NN Beyaz Erkek Sneaker","Nike","4399.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-court-vision-lo-nn-beyaz-erkek-sneaker-101118438","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"ARDEN 6FX Beyaz Erkek Koşu Ayakkabısı","U.S. Polo Assn.","2799.99","","0.0","FLO","https://www.flo.com.tr/urun/us-polo-assn-arden-6fx-beyaz-erkek-kosu-ayakkabisi-102156911","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"Clean Lift 1.2 Beyaz Erkek Sneaker","Reebok","2699.99","","0.0","FLO","https://www.flo.com.tr/urun/reebok-clean-lift-12-beyaz-erkek-sneaker-102156092","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"MONTOYA PU 5PR Siyah Erkek Koşu Ayakkabısı","Kinetix","1799.99","","0.0","FLO","https://www.flo.com.tr/urun/kinetix-montoya-pu-5pr-siyah-erkek-kosu-ayakkabisi-102020198","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"VAPOR 16 CLUB TF Mavi Erkek Halı Saha Ayakkabısı","Nike","35001000.0","3599.0","100.0","FLO","https://www.flo.com.tr/urun/nike-vapor-16-club-tf-mavi-erkek-hali-saha-ayakkabisi-102688390","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"MONTGOMERY 6FX Siyah Erkek Sneaker","Kinetix","1499.99","","0.0","FLO","https://www.flo.com.tr/urun/kinetix-montgomery-6fx-siyah-erkek-sneaker-102157390","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"Runblaze M Siyah Erkek Koşu Ayakkabısı","adidas","3299.0","","0.0","FLO","https://www.flo.com.tr/urun/adidas-runblaze-m-siyah-erkek-kosu-ayakkabisi-102688164","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"SWORD 6FX Siyah Erkek Koşu Ayakkabısı","Lumberjack","2399.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-sword-6fx-siyah-erkek-kosu-ayakkabisi-102065434","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"COBALECO 6FX Siyah Erkek Koşu Ayakkabısı","Lumberjack","2399.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-cobaleco-6fx-siyah-erkek-kosu-ayakkabisi-102065666","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"AKANJI Bej Erkek Comfort Ayakkabı","Lumberjack","2599.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-akanji-bej-erkek-comfort-ayakkabi-102203663","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"COURTBLOCK Beyaz Erkek Sneaker","adidas","35001000.0","3799.0","100.0","FLO","https://www.flo.com.tr/urun/adidas-courtblock-beyaz-erkek-sneaker-101906165","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"RUNFALCON 5 Gri Erkek Koşu Ayakkabısı","adidas","35001000.0","3999.0","100.0","FLO","https://www.flo.com.tr/urun/adidas-runfalcon-5-gri-erkek-kosu-ayakkabisi-102264119","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"DOWNSHIFTER 14 Beyaz Erkek Koşu Ayakkabısı","Nike","35001000.0","3399.0","100.0","FLO","https://www.flo.com.tr/urun/nike-nike-downshifter-14-beyaz-erkek-kosu-ayakkabisi-102688482","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"THINK Siyah Erkek Koşu Ayakkabısı","Lumberjack","2799.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-think-siyah-erkek-kosu-ayakkabisi-102203332","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"S.T. Dynamite Siyah Unisex Basketbol Ayakkabısı","Nike","2999.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-st-dynamite-siyah-unisex-basketbol-ayakkabisi-102691551","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"GALAXY RUN Siyah Erkek Koşu Ayakkabısı","adidas","35001000.0","3299.0","100.0","FLO","https://www.flo.com.tr/urun/adidas-galaxy-run-siyah-erkek-kosu-ayakkabisi-102688305","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"V5 RNR (GS) Beyaz Unisex Sneaker","Nike","4699.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-v5-rnr-gs-beyaz-unisex-sneaker-102275483","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"ECLYPTIX 2000 Gri Erkek Sneaker","adidas","3999.0","","0.0","FLO","https://www.flo.com.tr/urun/adidas-eclyptix-2000-gri-erkek-sneaker-102236000","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"CHAYA 5FX Beyaz Erkek Sneaker","U.S. Polo Assn.","2799.99","","0.0","FLO","https://www.flo.com.tr/urun/us-polo-assn-chaya-5fx-beyaz-erkek-sneaker-101952529","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"V5 RNR SUEDE (GS) GRI Unisex Koşu Ayakkabısı","Nike","4699.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-v5-rnr-suede-gs-gri-unisex-kosu-ayakkabisi-102688465","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"ATHICA 5PR Gri Erkek Koşu Ayakkabısı","Lotto","35001000.0","2499.99","100.0","FLO","https://www.flo.com.tr/urun/lotto-athica-5pr-gri-erkek-kosu-ayakkabisi-102032462","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"COURT VISION LO NN Beyaz Erkek Sneaker","Nike","4399.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-court-vision-lo-nn-beyaz-erkek-sneaker-101118394","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"INITIATOR Beyaz Erkek Sneaker","Nike","4399.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-initiator-beyaz-erkek-sneaker-101903244","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"SHARK Lacivert Erkek Deniz Ayakkabısı","Dockers by Gerli","1899.99","","0.0","FLO","https://www.flo.com.tr/urun/dockers-by-gerli-shark-lacivert-erkek-deniz-ayakkabisi-102249248","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"REVOLUTION 8 Gri Erkek Koşu Ayakkabısı","Nike","3599.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-revolution-8-gri-erkek-kosu-ayakkabisi-102265614","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"V5 RNR Beyaz Unisex Koşu Ayakkabısı","Nike","4699.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-v5-rnr-beyaz-unisex-kosu-ayakkabisi-102691573","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"LERA Siyah Erkek Comfort Ayakkabı","Lumberjack","2699.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-lera-siyah-erkek-comfort-ayakkabi-102158212","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"BIRD 5FX Siyah Erkek Deniz Ayakkabısı","Lumberjack","35001000.0","2399.99","100.0","FLO","https://www.flo.com.tr/urun/lumberjack-bird-5fx-siyah-erkek-deniz-ayakkabisi-101970868","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"HEGEL PU 5FX Beyaz Erkek Sneaker","Kinetix","1699.99","","0.0","FLO","https://www.flo.com.tr/urun/kinetix-hegel-pu-5fx-beyaz-erkek-sneaker-101933908","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"AKANJI Siyah Erkek Comfort Ayakkabı","Lumberjack","2599.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-akanji-siyah-erkek-comfort-ayakkabi-102203662","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"MONTOYA TX 5PR Siyah Erkek Koşu Ayakkabısı","Kinetix","35001000.0","1799.99","100.0","FLO","https://www.flo.com.tr/urun/kinetix-montoya-tx-5pr-siyah-erkek-kosu-ayakkabisi-102020215","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"Pounce Lite Beyaz Erkek Koşu Ayakkabısı","Puma","4999.0","3999.0","20.0","FLO","https://www.flo.com.tr/urun/puma-pounce-lite-beyaz-erkek-kosu-ayakkabisi-102237145","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"ARDEN 5PR Beyaz Erkek Sneaker","Kinetix","35001000.0","1999.99","100.0","FLO","https://www.flo.com.tr/urun/kinetix-arden-5pr-beyaz-erkek-sneaker-102022854","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"ST Runner v4 NL Beyaz Erkek Sneaker","Puma","3900.0","","0.0","FLO","https://www.flo.com.tr/urun/puma-st-runner-v4-nl-beyaz-erkek-sneaker-102237476","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"DOWNSHIFTER 14 Siyah Erkek Koşu Ayakkabısı","Nike","3699.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-downshifter-14-siyah-erkek-kosu-ayakkabisi-102683573","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"AITOR Beyaz Erkek Koşu Ayakkabısı","U.S. Polo Assn.","2699.99","","0.0","FLO","https://www.flo.com.tr/urun/us-polo-assn-aitor-beyaz-erkek-kosu-ayakkabisi-102156905","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"SHARK Siyah Erkek Deniz Ayakkabısı","Dockers by Gerli","1899.99","","0.0","FLO","https://www.flo.com.tr/urun/dockers-by-gerli-shark-siyah-erkek-deniz-ayakkabisi-102249249","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"F50 CLUB FG/MG Siyah Erkek Krampon","adidas","35001000.0","3599.0","100.0","FLO","https://www.flo.com.tr/urun/adidas-f50-club-fgmg-siyah-erkek-krampon-102688245","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"F50 CLUB TF Siyah Erkek Halı Saha Ayakkabısı","adidas","35001000.0","3599.0","100.0","FLO","https://www.flo.com.tr/urun/adidas-f50-club-tf-siyah-erkek-hali-saha-ayakkabisi-102688243","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"LIDYA Siyah Erkek Deniz Ayakkabısı","Lumberjack","2599.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-lidya-siyah-erkek-deniz-ayakkabisi-102252378","Erkek Spor Ayakkabı","2026-06-20T18:40:19"
"Brooklyn LS Siyah Kadın Sneaker","Vans","2999.0","","0.0","FLO","https://www.flo.com.tr/urun/vans-brooklyn-ls-siyah-kadin-sneaker-102256723","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"COURT BOROUGH LOW RECRAFT Beyaz Unisex Sneaker","Nike","3499.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-court-borough-low-recraft-beyaz-unisex-sneaker-101792825","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"COURT BOROUGH LOW RECRAFT Beyaz Unisex Sneaker","Nike","3499.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-court-borough-low-recraft-beyaz-unisex-sneaker-101853780","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"Cosmic Runner Siyah Unisex Koşu Ayakkabısı","Nike","2799.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-cosmic-runner-siyah-unisex-kosu-ayakkabisi-102090821","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"WMNS  INITIATOR Beyaz Kadın Sneaker","Nike","4399.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-wmns-nike-initiator-beyaz-kadin-sneaker-101903292","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"AGATHA 2.0 WMN Beyaz Kadın Comfort Ayakkabı","Lumberjack","35001000.0","2299.99","100.0","FLO","https://www.flo.com.tr/urun/lumberjack-agatha-20-wmn-beyaz-kadin-comfort-ayakkabi-101932235","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"GRAND COURT BASE 2.0 Beyaz Kadın Sneaker","adidas","35001000.0","3899.0","100.0","FLO","https://www.flo.com.tr/urun/adidas-grand-court-base-20-beyaz-kadin-sneaker-101508640","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"ECLYPTIX 2000 Gri Kadın Sneaker","adidas","35001000.0","3999.0","100.0","FLO","https://www.flo.com.tr/urun/adidas-eclyptix-2000-gri-kadin-sneaker-102237127","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"VL COURT BASE Beyaz Kadın Sneaker","adidas","3299.0","","0.0","FLO","https://www.flo.com.tr/urun/adidas-vl-court-base-beyaz-kadin-sneaker-101909425","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"Skye Clean Beyaz Kadın Sneaker","Puma","3999.0","","0.0","FLO","https://www.flo.com.tr/urun/puma-skye-clean-beyaz-kadin-sneaker-101085505","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"AGATHA 2.0 WMN Siyah Kadın Comfort Ayakkabı","Lumberjack","35001000.0","2299.99","100.0","FLO","https://www.flo.com.tr/urun/lumberjack-agatha-20-wmn-siyah-kadin-comfort-ayakkabi-101932230","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"COURT BOROUGH LOW RECRAFT Beyaz Unisex Sneaker","Nike","3499.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-court-borough-low-recraft-beyaz-unisex-sneaker-101792764","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"S.T. Dynamite Siyah Unisex Basketbol Ayakkabısı","Nike","2999.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-st-dynamite-siyah-unisex-basketbol-ayakkabisi-102691552","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"W  REVOLUTION 8 Siyah Kadın Koşu Ayakkabısı","Nike","35001000.0","3599.0","100.0","FLO","https://www.flo.com.tr/urun/nike-w-nike-revolution-8-siyah-kadin-kosu-ayakkabisi-102688446","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"ARION TX W 6FX Ekru Kadın Koşu Ayakkabısı","Kinetix","1799.99","","0.0","FLO","https://www.flo.com.tr/urun/kinetix-arion-tx-w-6fx-ekru-kadin-kosu-ayakkabisi-102124568","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"WAR KIRIK BEYAZ Kadın Koşu Ayakkabısı","Lumberjack","2299.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-war-kirik-beyaz-kadin-kosu-ayakkabisi-102066675","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"Court Lally Beyaz Kadın Sneaker","Puma","3699.0","","0.0","FLO","https://www.flo.com.tr/urun/puma-court-lally-beyaz-kadin-sneaker-102247055","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"SELER W 6FX Beyaz Kadın Sneaker","Kinetix","35001000.0","1499.99","100.0","FLO","https://www.flo.com.tr/urun/kinetix-seler-w-6fx-beyaz-kadin-sneaker-102203342","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"FINSTER WMN 6FX Beyaz Kadın Sneaker","Lumberjack","2299.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-finster-wmn-6fx-beyaz-kadin-sneaker-102065656","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"SUMMITS Naturel Kadın Comfort Ayakkabı","Skechers","4499.0","","0.0","FLO","https://www.flo.com.tr/urun/skechers-summits-naturel-kadin-comfort-ayakkabi-102688333","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"W  COURT VISION LO NN Beyaz Kadın Sneaker","Nike","4399.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-w-nike-court-vision-lo-nn-beyaz-kadin-sneaker-101118440","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"BIRD WMN Siyah Kadın Deniz Ayakkabısı","Lumberjack","35001000.0","2399.99","100.0","FLO","https://www.flo.com.tr/urun/lumberjack-bird-wmn-siyah-kadin-deniz-ayakkabisi-101984122","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"BONA W 6FX Bordo Kadın Sneaker","PROSHOT","999.99","","0.0","FLO","https://www.flo.com.tr/urun/proshot-bona-w-6fx-bordo-kadin-sneaker-102201956","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"ULTIMASHOW 2.0 Beyaz Kadın Koşu Ayakkabısı","adidas","35001000.0","3799.0","100.0","FLO","https://www.flo.com.tr/urun/adidas-ultimashow-20-beyaz-kadin-kosu-ayakkabisi-101909420","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"S.T. Dynamite Siyah Unisex Basketbol Ayakkabısı","Nike","2999.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-st-dynamite-siyah-unisex-basketbol-ayakkabisi-102691551","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"V5 RNR (GS) Beyaz Unisex Sneaker","Nike","4699.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-v5-rnr-gs-beyaz-unisex-sneaker-102275483","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"V5 RNR SUEDE (GS) GRI Unisex Koşu Ayakkabısı","Nike","4699.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-v5-rnr-suede-gs-gri-unisex-kosu-ayakkabisi-102688465","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"OLD 6FX Siyah Kadın Koşu Ayakkabısı","Lumberjack","35001000.0","2399.99","100.0","FLO","https://www.flo.com.tr/urun/lumberjack-old-6fx-siyah-kadin-kosu-ayakkabisi-102066552","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"BEYRUT Siyah Kadın Comfort Ayakkabı","Lumberjack","2499.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-beyrut-siyah-kadin-comfort-ayakkabi-102238953","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"ROMINA 6FX Beyaz Kadın Koşu Ayakkabısı","Lumberjack","2699.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-romina-6fx-beyaz-kadin-kosu-ayakkabisi-102065608","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"ENKANTO WMN KIRIK BEYAZ Kadın Koşu Ayakkabısı","Lumberjack","1999.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-enkanto-wmn-kirik-beyaz-kadin-kosu-ayakkabisi-102066615","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"V5 RNR Beyaz Unisex Koşu Ayakkabısı","Nike","4699.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-v5-rnr-beyaz-unisex-kosu-ayakkabisi-102691573","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"PRELO 6FX Beyaz Kadın Sneaker","U.S. Polo Assn.","2499.99","","0.0","FLO","https://www.flo.com.tr/urun/us-polo-assn-prelo-6fx-beyaz-kadin-sneaker-102158180","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"ARCH FİT 2.0 - BİG LEAGUE Çok Renkli Kadın Comfort Ayakkabı","Skechers","6299.0","","0.0","FLO","https://www.flo.com.tr/urun/skechers-arch-fit-20-big-league-cok-renkli-kadin-comfort-ayakkabi-102056328","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"VERSE Beyaz Kadın Koşu Ayakkabısı","Reebok","35001000.0","2999.99","100.0","FLO","https://www.flo.com.tr/urun/reebok-verse-beyaz-kadin-kosu-ayakkabisi-102270458","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"ROSE W Bej Kadın Comfort Ayakkabı","PROSHOT","35001000.0","999.99","100.0","FLO","https://www.flo.com.tr/urun/proshot-rose-w-bej-kadin-comfort-ayakkabi-102694355","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"WOILA WMN 6FX Siyah Kadın Comfort Ayakkabı","Lumberjack","1999.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-woila-wmn-6fx-siyah-kadin-comfort-ayakkabi-102065552","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"ROSE W Siyah Kadın Comfort Ayakkabı","PROSHOT","35001000.0","999.99","100.0","FLO","https://www.flo.com.tr/urun/proshot-rose-w-siyah-kadin-comfort-ayakkabi-102694356","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"W  DOWNSHIFTER 14 Beyaz Kadın Koşu Ayakkabısı","Nike","35001000.0","3399.0","100.0","FLO","https://www.flo.com.tr/urun/nike-w-nike-downshifter-14-beyaz-kadin-kosu-ayakkabisi-102688477","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"Skye Clean Beyaz Kadın Sneaker","Puma","3999.0","","0.0","FLO","https://www.flo.com.tr/urun/puma-skye-clean-beyaz-kadin-sneaker-101118611","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"CHAMP Gri Kadın Comfort Ayakkabı","Lumberjack","2399.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-champ-gri-kadin-comfort-ayakkabi-102066510","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"BONA W 6FX Siyah Kadın Sneaker","PROSHOT","999.99","","0.0","FLO","https://www.flo.com.tr/urun/proshot-bona-w-6fx-siyah-kadin-sneaker-102201954","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"ENKANTO WMN Siyah Kadın Koşu Ayakkabısı","Lumberjack","1999.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-enkanto-wmn-siyah-kadin-kosu-ayakkabisi-102066614","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"GRAND COURT BASE 2.0 Beyaz Kadın Sneaker","adidas","35001000.0","3899.0","100.0","FLO","https://www.flo.com.tr/urun/adidas-grand-court-base-20-beyaz-kadin-sneaker-101513834","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"WAR KIRIK BEYAZ Kadın Koşu Ayakkabısı","Lumberjack","2299.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-war-kirik-beyaz-kadin-kosu-ayakkabisi-102066675","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"VL COURT BASE Beyaz Kadın Sneaker","adidas","3299.0","","0.0","FLO","https://www.flo.com.tr/urun/adidas-vl-court-base-beyaz-kadin-sneaker-101909426","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"FELIX WMN TEXTILE 6FX Beyaz Kadın Sneaker","U.S. Polo Assn.","2699.99","","0.0","FLO","https://www.flo.com.tr/urun/us-polo-assn-felix-wmn-textile-6fx-beyaz-kadin-sneaker-102066113","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"V5 RNR (GS) Bordo Unisex Sneaker","Nike","4699.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-v5-rnr-gs-bordo-unisex-sneaker-102688484","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"Anzarun Lite Beyaz Kadın Sneaker","Puma","35001000.0","3399.0","100.0","FLO","https://www.flo.com.tr/urun/puma-anzarun-lite-beyaz-kadin-sneaker-102266549","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"LENA TX W 6FX Siyah Kadın Koşu Ayakkabısı","Kinetix","1399.99","","0.0","FLO","https://www.flo.com.tr/urun/kinetix-lena-tx-w-6fx-siyah-kadin-kosu-ayakkabisi-102124472","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"S.T. Dynamite Siyah Unisex Basketbol Ayakkabısı","Nike","2999.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-st-dynamite-siyah-unisex-basketbol-ayakkabisi-102691551","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"V5 RNR (GS) Beyaz Unisex Sneaker","Nike","4699.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-v5-rnr-gs-beyaz-unisex-sneaker-102275483","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"V5 RNR SUEDE (GS) GRI Unisex Koşu Ayakkabısı","Nike","4699.0","","0.0","FLO","https://www.flo.com.tr/urun/nike-nike-v5-rnr-suede-gs-gri-unisex-kosu-ayakkabisi-102688465","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"OLD 6FX Siyah Kadın Koşu Ayakkabısı","Lumberjack","35001000.0","2399.99","100.0","FLO","https://www.flo.com.tr/urun/lumberjack-old-6fx-siyah-kadin-kosu-ayakkabisi-102066552","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
"BEYRUT Siyah Kadın Comfort Ayakkabı","Lumberjack","2499.99","","0.0","FLO","https://www.flo.com.tr/urun/lumberjack-beyrut-siyah-kadin-comfort-ayakkabi-102238953","Kadın Spor Ayakkabı","2026-06-20T18:40:47"
